TEAM,PLAYER,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-
Pheonix Suns,"
Torrey Craig
",34:58,3,8,37.5,1,4,25.0,2,2,100,2,2,4,1,1,1,1,2,9,-19
Pheonix Suns,"
Deandre Ayton
",26:23,7,12,58.3,0,1,0.0,0,0,0.0,1,4,5,1,2,1,1,0,14,-23
Pheonix Suns,"
Devin Booker
",34:28,6,19,31.6,2,8,25.0,3,3,100,3,5,8,6,1,0,2,2,17,-27
Pheonix Suns,"
Cameron Payne
",35:00,8,15,53.3,5,10,50.0,1,1,100,0,3,3,4,1,0,4,3,22,-17
Pheonix Suns,"
Damion Lee",22:28,3,6,50.0,2,5,40.0,0,0,0.0,0,2,2,1,1,0,1,1,8,6
Pheonix Suns,"
Jock Landale",13:09,3,4,75.0,0,1,0.0,1,2,50.0,2,4,6,0,0,0,0,0,7,5
Pheonix Suns,"
Josh Okogie",7:49,0,2,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,1,1,1,0,4
Pheonix Suns,"
Dario Saric",9:47,0,4,0.0,0,2,0.0,0,0,0.0,1,2,3,1,0,0,0,0,0,8
Pheonix Suns,"
Bismack Biyombo",11:01,3,6,50.0,0,0,0.0,1,1,100,1,1,2,1,1,1,0,2,7,-4
Pheonix Suns,"
Duane Washington Jr.",7:19,2,6,33.3,1,4,25.0,0,0,0.0,0,0,0,1,0,0,0,1,5,-2
Pheonix Suns,"
Mikal Bridges
",40:52,7,14,50.0,1,3,33.3,0,0,0.0,1,4,5,2,1,1,1,1,15,-1
Pheonix Suns,"
Torrey Craig
",32:41,4,10,40.0,1,3,33.3,1,2,50.0,7,2,9,2,1,1,1,4,10,-7
Pheonix Suns,"
Deandre Ayton
",34:22,8,10,80.0,0,1,0.0,0,0,0.0,8,4,12,2,1,0,3,5,16,-8
Pheonix Suns,"
Devin Booker
",41:34,11,22,50.0,2,7,28.6,1,2,50.0,2,6,8,5,3,1,2,5,25,-7
Pheonix Suns,"
Cameron Payne
",30:42,4,17,23.5,1,6,16.7,0,0,0.0,0,3,3,5,1,0,1,4,9,-13
Pheonix Suns,"
Damion Lee",20:32,5,9,55.6,4,7,57.1,0,0,0.0,0,3,3,1,1,0,1,1,14,7
Pheonix Suns,"
Duane Washington Jr.",19:03,8,14,57.1,5,8,62.5,0,0,0.0,0,0,0,4,0,0,1,0,21,12
Pheonix Suns,"
Jock Landale",8:25,1,3,33.3,0,1,0.0,0,0,0.0,2,1,3,0,0,0,0,0,2,6
Pheonix Suns,"
Josh Okogie",6:36,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,1,0,0,1,0,5
Pheonix Suns,"
Bismack Biyombo",5:13,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,1,1,1,0,1
Pheonix Suns,"
Mikal Bridges
",41:46,6,11,54.5,5,8,62.5,6,6,100,2,7,9,9,1,0,2,3,23,23
Pheonix Suns,"
Torrey Craig
",29:36,5,8,62.5,3,6,50.0,0,0,0.0,1,9,10,2,2,1,1,1,13,10
Pheonix Suns,"
Deandre Ayton
",31:31,7,14,50.0,0,0,0.0,0,0,0.0,2,5,7,2,0,0,4,3,14,16
Pheonix Suns,"
Devin Booker
",36:38,8,17,47.1,2,5,40.0,9,9,100,0,2,2,9,0,3,3,2,27,6
Pheonix Suns,"
Cameron Payne
",33:01,9,17,52.9,6,10,60.0,5,6,83.3,0,3,3,7,0,1,2,5,29,11
Pheonix Suns,"
Damion Lee",27:21,3,4,75.0,3,3,100,0,0,0.0,0,8,8,0,0,0,1,2,9,11
Pheonix Suns,"
Duane Washington Jr.",13:33,2,6,33.3,1,4,25.0,0,2,0.0,0,2,2,2,0,0,0,0,5,-7
Pheonix Suns,"
Jock Landale",16:29,3,5,60.0,0,1,0.0,1,2,50.0,1,3,4,0,1,2,2,3,7,-5
Pheonix Suns,"
Josh Okogie",8:39,0,2,0.0,0,1,0.0,0,0,0.0,2,0,2,2,1,1,0,3,0,-6
Pheonix Suns,"
Ish Wainright",1:26,1,2,50.0,1,2,50.0,0,0,0.0,0,0,0,0,0,0,0,0,3,-4
Memphis Grizzlies,"
Desmond Bane
",37:28,6,22,27.3,3,13,23.1,1,2,50.0,0,4,4,6,0,1,2,3,16,13
Memphis Grizzlies,"
Santi Aldama
",38:59,7,14,50.0,3,8,37.5,1,2,50.0,2,9,11,1,1,1,0,1,18,18
Memphis Grizzlies,"
Steven Adams
",32:32,1,2,50.0,0,0,0.0,1,4,25.0,6,8,14,3,1,1,1,1,3,-1
Memphis Grizzlies,"
John Konchar
",33:22,4,11,36.4,4,9,44.4,0,0,0.0,3,8,11,2,2,0,1,0,12,6
Memphis Grizzlies,"
Ja Morant
",37:53,11,24,45.8,3,6,50.0,9,11,81.8,1,3,4,9,0,1,6,4,34,1
Memphis Grizzlies,"
Brandon Clarke",18:40,4,6,66.7,0,2,0.0,0,0,0.0,2,4,6,0,0,0,1,4,8,-12
Memphis Grizzlies,"
Tyus Jones",24:59,6,16,37.5,3,8,37.5,0,2,0.0,1,3,4,3,1,0,1,0,15,-4
Memphis Grizzlies,"
David Roddy",12:46,0,6,0.0,0,2,0.0,0,0,0.0,2,0,2,1,0,0,0,1,0,-5
Memphis Grizzlies,"
Xavier Tillman",15:49,2,5,40.0,0,0,0.0,0,0,0.0,2,4,6,1,0,2,1,1,4,1
Memphis Grizzlies,"
Jake LaRavia",12:32,1,2,50.0,1,2,50.0,2,2,100,1,1,2,1,1,1,0,2,5,-2
Memphis Grizzlies,"
Desmond Bane
",33:15,3,16,18.8,3,10,30.0,5,5,100,2,4,6,7,2,0,3,2,14,2
Memphis Grizzlies,"
Santi Aldama
",31:01,3,11,27.3,0,3,0.0,2,4,50.0,4,5,9,3,1,3,1,1,8,22
Memphis Grizzlies,"
Steven Adams
",33:14,3,4,75.0,0,0,0.0,0,2,0.0,2,7,9,2,0,2,0,5,6,23
Memphis Grizzlies,"
John Konchar
",30:15,7,11,63.6,3,6,50.0,0,0,0.0,2,3,5,0,3,1,0,1,17,13
Memphis Grizzlies,"
Ja Morant
",31:14,17,26,65.4,5,6,83.3,10,13,76.9,3,1,4,8,1,2,3,2,49,23
Memphis Grizzlies,"
Tyus Jones",21:52,4,13,30.8,3,7,42.9,0,0,0.0,0,4,4,4,0,0,0,0,11,-11
Memphis Grizzlies,"
Xavier Tillman",6:39,0,2,0.0,0,1,0.0,0,0,0.0,1,1,2,0,0,0,0,1,0,-17
Memphis Grizzlies,"
Brandon Clarke",14:46,1,2,50.0,0,0,0.0,2,4,50.0,1,3,4,2,0,1,2,2,4,-16
Memphis Grizzlies,"
David Roddy",22:33,3,6,50.0,2,5,40.0,0,0,0.0,0,2,2,0,1,0,2,4,8,0
Memphis Grizzlies,"
Jake LaRavia",15:10,4,7,57.1,3,4,75.0,1,1,100,2,3,5,0,0,1,1,3,12,-4
Memphis Grizzlies,"
Desmond Bane
",27:15,4,11,36.4,2,5,40.0,4,4,100,0,5,5,4,1,0,1,2,14,-8
Memphis Grizzlies,"
Santi Aldama
",20:47,2,4,50.0,1,3,33.3,3,3,100,2,4,6,0,0,0,2,5,8,-10
Memphis Grizzlies,"
Steven Adams
",22:19,1,3,33.3,0,0,0.0,0,2,0.0,1,3,4,1,1,4,3,1,2,-30
Memphis Grizzlies,"
John Konchar
",20:26,2,4,50.0,1,3,33.3,0,0,0.0,1,1,2,0,0,0,1,2,5,-27
Memphis Grizzlies,"
Ja Morant
",29:31,6,12,50.0,0,2,0.0,8,8,100,0,1,1,4,1,0,3,3,20,-31
Memphis Grizzlies,"
David Roddy",23:26,5,12,41.7,0,4,0.0,2,2,100,1,2,3,1,0,0,1,4,12,-36
Memphis Grizzlies,"
Tyus Jones",24:05,3,8,37.5,2,6,33.3,2,3,66.7,0,0,0,5,1,1,1,0,10,-21
Memphis Grizzlies,"
Brandon Clarke",16:47,4,7,57.1,0,0,0.0,0,0,0.0,0,3,3,1,0,1,1,2,8,-2
Memphis Grizzlies,"
Jake LaRavia",22:26,2,6,33.3,2,5,40.0,0,0,0.0,0,2,2,0,0,0,1,5,6,-10
Memphis Grizzlies,"
Kennedy Chandler",8:54,0,2,0.0,0,0,0.0,0,1,0.0,0,0,0,2,0,2,2,0,0,-9
Memphis Grizzlies,"
Xavier Tillman",8:54,3,4,75.0,1,2,50.0,0,0,0.0,1,1,2,1,0,0,1,0,7,-9
Memphis Grizzlies,"
Kenneth Lofton Jr.",8:54,2,4,50.0,0,1,0.0,0,1,0.0,0,1,1,1,0,0,0,3,4,-9
Memphis Grizzlies,"
Vince Williams Jr.",6:16,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0,0,0,0,0,2,0,-3
Memphis Grizzlies,"
Dillon Brooks
",24:10,2,13,15.4,0,5,0.0,0,0,0.0,0,0,0,1,0,0,2,3,4,7
Memphis Grizzlies,"
Santi Aldama
",32:24,6,8,75.0,2,4,50.0,3,3,100,2,2,4,0,1,1,0,1,17,17
Memphis Grizzlies,"
Steven Adams
",31:16,3,5,60.0,0,0,0.0,3,6,50.0,4,9,13,2,1,1,0,2,9,20
Memphis Grizzlies,"
Desmond Bane
",32:04,14,21,66.7,8,11,72.7,2,3,66.7,0,1,1,7,1,1,1,5,38,18
Memphis Grizzlies,"
Ja Morant
",34:10,12,22,54.5,4,6,66.7,10,11,90.9,2,6,8,7,2,0,2,1,38,20
Memphis Grizzlies,"
John Konchar",26:12,2,3,66.7,2,3,66.7,1,2,50.0,1,3,4,0,2,0,0,1,7,-4
Memphis Grizzlies,"
Tyus Jones",24:17,4,10,40.0,0,1,0.0,0,0,0.0,2,1,3,1,0,0,2,2,8,-12
Memphis Grizzlies,"
David Roddy",7:40,0,5,0.0,0,4,0.0,0,0,0.0,0,1,1,1,0,0,0,1,0,-2
Memphis Grizzlies,"
Brandon Clarke",16:44,4,5,80.0,0,0,0.0,5,6,83.3,0,2,2,2,0,0,1,4,13,-10
Memphis Grizzlies,"
Jake LaRavia",11:03,0,2,0.0,0,0,0.0,0,0,0.0,1,1,2,0,0,0,0,2,0,-4
Memphis Grizzlies,"
Dillon Brooks
",26:14,4,12,33.3,3,6,50.0,0,0,0.0,0,2,2,2,0,0,2,1,11,-7
Memphis Grizzlies,"
Santi Aldama
",29:54,2,6,33.3,0,4,0.0,0,0,0.0,0,2,2,1,2,2,0,4,4,1
Memphis Grizzlies,"
Steven Adams
",23:53,6,9,66.7,0,0,0.0,0,3,0.0,7,4,11,4,0,0,4,4,12,2
Memphis Grizzlies,"
Desmond Bane
",33:18,11,18,61.1,6,8,75.0,3,4,75.0,1,5,6,4,0,0,1,2,31,13
Memphis Grizzlies,"
Ja Morant
",31:29,8,18,44.4,1,3,33.3,5,5,100,1,4,5,6,0,0,3,1,22,2
Memphis Grizzlies,"
David Roddy",18:16,1,4,25.0,0,3,0.0,0,0,0.0,0,3,3,1,0,0,0,0,2,11
Memphis Grizzlies,"
Jake LaRavia",29:50,5,6,83.3,3,4,75.0,0,0,0.0,2,7,9,1,1,0,0,5,13,24
Memphis Grizzlies,"
Tyus Jones",23:33,6,11,54.5,1,4,25.0,1,1,100,0,2,2,5,0,0,1,1,14,18
Memphis Grizzlies,"
Brandon Clarke",22:33,6,8,75.0,0,1,0.0,4,5,80.0,0,3,3,3,2,1,1,0,16,11
Memphis Grizzlies,"
Kennedy Chandler",0:35,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Memphis Grizzlies,"
Kenneth Lofton Jr.",0:25,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Memphis Grizzlies,"
Dillon Brooks
",29:10,12,20,60.0,4,7,57.1,2,2,100,0,2,2,4,3,0,2,5,30,9
Memphis Grizzlies,"
Santi Aldama
",29:34,4,8,50.0,0,1,0.0,2,3,66.7,0,3,3,1,0,0,2,5,10,-10
Memphis Grizzlies,"
Steven Adams
",19:13,1,2,50.0,0,0,0.0,0,0,0.0,5,5,10,1,1,1,4,4,2,11
Memphis Grizzlies,"
Desmond Bane
",34:28,11,23,47.8,3,9,33.3,7,8,87.5,0,6,6,2,1,1,5,2,32,-8
Memphis Grizzlies,"
Tyus Jones
",32:56,10,15,66.7,3,5,60.0,0,2,0.0,0,1,1,10,2,0,1,0,23,-9
Memphis Grizzlies,"
John Konchar",27:59,0,2,0.0,0,1,0.0,0,0,0.0,0,6,6,1,1,0,0,2,0,4
Memphis Grizzlies,"
David Roddy",27:09,4,5,80.0,2,3,66.7,0,0,0.0,2,5,7,2,2,2,2,3,10,7
Memphis Grizzlies,"
Brandon Clarke",14:57,4,6,66.7,0,0,0.0,0,0,0.0,2,1,3,1,1,1,2,4,8,-6
Memphis Grizzlies,"
Xavier Tillman",10:49,2,3,66.7,0,0,0.0,0,0,0.0,1,1,2,1,0,0,1,0,4,-9
Memphis Grizzlies,"
Kennedy Chandler",13:46,2,4,50.0,0,1,0.0,0,0,0.0,0,0,0,1,0,0,1,1,4,6
Memphis Grizzlies,"
Dillon Brooks
",29:50,6,16,37.5,3,7,42.9,4,8,50.0,1,3,4,1,0,0,1,2,19,-2
Memphis Grizzlies,"
Santi Aldama
",23:41,1,7,14.3,0,1,0.0,1,2,50.0,4,4,8,1,0,1,0,3,3,3
Memphis Grizzlies,"
Steven Adams
",18:31,1,4,25.0,0,0,0.0,0,1,0.0,2,7,9,1,1,1,4,1,2,-11
Memphis Grizzlies,"
John Konchar
",25:47,2,8,25.0,0,4,0.0,0,0,0.0,1,2,3,0,3,1,1,4,4,-12
Memphis Grizzlies,"
Ja Morant
",31:30,12,18,66.7,1,2,50.0,12,15,80.0,1,4,5,4,0,0,3,2,37,-19
Memphis Grizzlies,"
David Roddy",28:46,0,8,0.0,0,4,0.0,2,2,100,2,4,6,0,2,1,0,1,2,-20
Memphis Grizzlies,"
Tyus Jones",27:18,5,9,55.6,2,5,40.0,0,0,0.0,0,2,2,2,1,0,5,1,12,-18
Memphis Grizzlies,"
Brandon Clarke",15:59,4,7,57.1,0,0,0.0,0,2,0.0,2,3,5,1,0,0,0,1,8,-9
Memphis Grizzlies,"
Xavier Tillman",17:07,3,4,75.0,0,0,0.0,2,7,28.6,3,2,5,0,0,0,1,1,8,-2
Memphis Grizzlies,"
Kennedy Chandler",12:11,1,3,33.3,0,1,0.0,1,3,33.3,0,1,1,3,0,0,1,1,3,2
Memphis Grizzlies,"
Vince Williams Jr.",4:40,1,3,33.3,0,2,0.0,0,0,0.0,1,2,3,1,1,0,0,0,2,4
Memphis Grizzlies,"
Kenneth Lofton Jr.",4:40,2,5,40.0,0,0,0.0,1,2,50.0,1,0,1,0,0,0,0,0,5,4
Memphis Grizzlies,"
Dillon Brooks
",29:34,3,7,42.9,1,2,50.0,2,2,100,0,2,2,0,1,0,0,3,9,-2
Memphis Grizzlies,"
Santi Aldama
",28:59,4,8,50.0,2,4,50.0,1,2,50.0,3,4,7,0,0,2,0,3,11,0
Memphis Grizzlies,"
Steven Adams
",33:36,6,9,66.7,0,0,0.0,2,3,66.7,4,7,11,5,0,2,1,2,14,-6
Memphis Grizzlies,"
Desmond Bane
",36:49,7,16,43.8,5,8,62.5,10,11,90.9,1,7,8,5,0,0,3,1,29,6
Memphis Grizzlies,"
Ja Morant
",32:04,7,19,36.8,0,2,0.0,6,7,85.7,0,9,9,7,2,0,8,1,20,1
Memphis Grizzlies,"
David Roddy",19:01,3,6,50.0,3,6,50.0,1,2,50.0,0,1,1,2,2,0,0,3,10,5
Memphis Grizzlies,"
Tyus Jones",23:52,1,6,16.7,0,2,0.0,0,0,0.0,0,0,0,5,1,0,0,2,2,-1
Memphis Grizzlies,"
John Konchar",22:05,4,6,66.7,2,4,50.0,0,0,0.0,2,3,5,4,1,0,1,2,10,13
Memphis Grizzlies,"
Brandon Clarke",14:00,3,6,50.0,0,0,0.0,0,0,0.0,0,3,3,0,0,1,1,2,6,9
Memphis Grizzlies,"
Dillon Brooks
",22:08,8,12,66.7,6,7,85.7,1,2,50.0,1,3,4,4,0,0,1,4,23,31
Memphis Grizzlies,"
Santi Aldama
",21:02,5,9,55.6,2,5,40.0,0,0,0.0,1,4,5,1,1,2,2,2,12,19
Memphis Grizzlies,"
Steven Adams
",21:44,6,10,60.0,0,0,0.0,1,2,50.0,11,8,19,4,2,2,2,2,13,31
Memphis Grizzlies,"
Desmond Bane
",24:20,8,16,50.0,3,7,42.9,0,0,0.0,1,5,6,2,0,0,3,3,19,29
Memphis Grizzlies,"
Ja Morant
",24:54,4,12,33.3,1,3,33.3,3,4,75.0,0,4,4,11,0,0,5,0,12,40
Memphis Grizzlies,"
David Roddy",27:41,4,8,50.0,2,5,40.0,1,2,50.0,1,1,2,0,0,1,1,3,11,12
Memphis Grizzlies,"
John Konchar",20:53,3,4,75.0,2,3,66.7,0,0,0.0,1,3,4,1,0,1,0,1,8,17
Memphis Grizzlies,"
Brandon Clarke",15:55,4,7,57.1,0,0,0.0,5,5,100,1,1,2,2,0,3,1,3,13,9
Memphis Grizzlies,"
Tyus Jones",14:08,5,8,62.5,0,2,0.0,1,1,100,0,2,2,3,0,0,0,0,11,3
Memphis Grizzlies,"
Jake LaRavia",19:10,1,4,25.0,0,2,0.0,2,2,100,1,8,9,0,0,0,1,0,4,-9
Memphis Grizzlies,"
Kennedy Chandler",10:21,1,5,20.0,0,1,0.0,0,0,0.0,0,2,2,4,2,0,1,0,2,-9
Memphis Grizzlies,"
Xavier Tillman",10:21,1,2,50.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,1,0,2,-9
Memphis Grizzlies,"
Vince Williams Jr.",7:23,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,1,1,1,0,2,0,-9
Memphis Grizzlies,"
Dillon Brooks
",30:29,4,14,28.6,0,4,0.0,1,1,100,1,4,5,1,2,0,0,1,9,3
Memphis Grizzlies,"
Santi Aldama
",26:54,2,9,22.2,0,4,0.0,0,1,0.0,0,10,10,2,3,0,0,3,4,6
Memphis Grizzlies,"
Steven Adams
",22:11,2,2,100,0,0,0.0,0,0,0.0,5,5,10,1,0,0,1,3,4,9
Memphis Grizzlies,"
Desmond Bane
",35:21,9,16,56.3,4,8,50.0,6,6,100,0,3,3,4,1,0,1,1,28,-1
Memphis Grizzlies,"
Ja Morant
",33:15,9,27,33.3,1,4,25.0,4,6,66.7,2,7,9,6,1,0,4,0,23,3
Memphis Grizzlies,"
John Konchar",15:08,1,3,33.3,0,1,0.0,0,0,0.0,2,2,4,1,0,0,0,2,2,-1
Memphis Grizzlies,"
David Roddy",15:34,1,3,33.3,1,2,50.0,0,0,0.0,0,1,1,0,0,0,0,0,3,-4
Memphis Grizzlies,"
Tyus Jones",19:09,2,5,40.0,1,3,33.3,2,2,100,0,0,0,3,1,0,1,0,7,12
Memphis Grizzlies,"
Brandon Clarke",21:24,7,8,87.5,0,0,0.0,2,2,100,0,5,5,1,0,2,1,2,16,5
Memphis Grizzlies,"
Jake LaRavia",16:10,2,3,66.7,2,3,66.7,0,0,0.0,0,1,1,1,0,0,0,2,6,6
Memphis Grizzlies,"
Xavier Tillman",4:25,0,1,0.0,0,0,0.0,1,2,50.0,2,0,2,0,0,0,2,3,1,-8
Memphis Grizzlies,"
Dillon Brooks
",31:52,6,17,35.3,0,4,0.0,1,2,50.0,0,7,7,5,1,2,1,6,13,13
Memphis Grizzlies,"
Santi Aldama
",18:29,3,7,42.9,2,6,33.3,0,0,0.0,1,0,1,0,0,0,0,1,8,-16
Memphis Grizzlies,"
Brandon Clarke
",30:40,5,8,62.5,0,2,0.0,0,0,0.0,1,7,8,1,0,0,2,3,10,-6
Memphis Grizzlies,"
Desmond Bane
",35:28,7,15,46.7,2,6,33.3,3,3,100,0,5,5,5,0,0,1,3,19,-6
Memphis Grizzlies,"
Ja Morant
",35:19,10,24,41.7,5,12,41.7,5,9,55.6,0,8,8,9,2,1,4,4,30,14
Memphis Grizzlies,"
Jake LaRavia",24:37,2,4,50.0,2,4,50.0,0,0,0.0,0,3,3,1,1,0,1,2,6,7
Memphis Grizzlies,"
John Konchar",26:19,4,8,50.0,4,7,57.1,0,0,0.0,3,4,7,1,0,1,2,2,12,12
Memphis Grizzlies,"
Xavier Tillman",17:20,1,2,50.0,0,1,0.0,0,0,0.0,1,2,3,2,0,0,0,2,2,3
Memphis Grizzlies,"
Tyus Jones",15:11,3,5,60.0,0,2,0.0,0,0,0.0,0,1,1,3,0,0,0,0,6,-21
Memphis Grizzlies,"
David Roddy",4:45,0,1,0.0,0,0,0.0,0,0,0.0,2,0,2,0,0,0,0,0,0,-15
Memphis Grizzlies,"
Dillon Brooks
",36:22,5,13,38.5,3,5,60.0,0,0,0.0,1,4,5,3,0,0,3,5,13,11
Memphis Grizzlies,"
Santi Aldama
",22:59,3,5,60.0,1,2,50.0,0,0,0.0,4,3,7,1,1,1,0,2,7,7
Memphis Grizzlies,"
Steven Adams
",37:27,3,4,75.0,0,0,0.0,1,2,50.0,10,9,19,2,1,1,6,3,7,5
Memphis Grizzlies,"
Desmond Bane
",39:25,12,23,52.2,5,10,50.0,3,3,100,1,5,6,6,0,0,2,2,32,6
Memphis Grizzlies,"
Ja Morant
",39:33,14,25,56.0,2,5,40.0,2,3,66.7,0,5,5,5,1,0,3,1,32,11
Memphis Grizzlies,"
Jake LaRavia",16:44,3,4,75.0,0,1,0.0,0,0,0.0,0,0,0,0,1,0,1,3,6,-12
Memphis Grizzlies,"
John Konchar",28:20,2,6,33.3,0,2,0.0,0,0,0.0,1,4,5,2,0,0,0,1,4,-4
Memphis Grizzlies,"
Tyus Jones",19:38,4,10,40.0,3,5,60.0,0,0,0.0,0,1,1,3,0,0,1,0,11,-10
Memphis Grizzlies,"
Brandon Clarke",15:29,1,2,50.0,0,0,0.0,4,5,80.0,1,3,4,2,0,0,3,4,6,-4
Memphis Grizzlies,"
David Roddy",9:03,3,6,50.0,0,2,0.0,0,0,0.0,0,1,1,0,0,0,0,1,6,0
Memphis Grizzlies,"
Dillon Brooks
",32:34,9,17,52.9,1,6,16.7,2,2,100,0,4,4,0,0,0,1,1,21,1
Memphis Grizzlies,"
Santi Aldama
",34:20,5,7,71.4,1,2,50.0,1,2,50.0,1,6,7,0,2,1,1,3,12,10
Memphis Grizzlies,"
Steven Adams
",26:51,1,3,33.3,0,0,0.0,1,4,25.0,5,4,9,3,1,1,1,4,3,6
Memphis Grizzlies,"
Desmond Bane
",33:16,7,16,43.8,2,7,28.6,8,8,100,0,3,3,5,1,0,4,3,24,12
Memphis Grizzlies,"
Ja Morant
",33:40,11,25,44.0,2,10,20.0,4,7,57.1,3,7,10,8,2,0,4,4,28,-2
Memphis Grizzlies,"
John Konchar",22:31,0,2,0.0,0,2,0.0,0,0,0.0,2,5,7,1,0,0,0,0,0,1
Memphis Grizzlies,"
Jake LaRavia",12:08,0,4,0.0,0,4,0.0,0,0,0.0,2,0,2,1,1,0,1,1,0,1
Memphis Grizzlies,"
Brandon Clarke",19:26,6,6,100,0,0,0.0,3,4,75.0,0,1,1,3,1,1,0,3,15,7
Memphis Grizzlies,"
Tyus Jones",19:01,3,6,50.0,0,1,0.0,0,0,0.0,1,0,1,3,0,0,1,0,6,14
Memphis Grizzlies,"
David Roddy",6:13,2,2,100,1,1,100,0,0,0.0,1,1,2,1,0,0,0,0,5,5
Memphis Grizzlies,"
Santi Aldama
",28:44,6,11,54.5,3,4,75.0,0,0,0.0,2,5,7,2,1,3,2,5,15,3
Memphis Grizzlies,"
Dillon Brooks
",28:28,7,22,31.8,3,9,33.3,2,2,100,1,3,4,2,0,0,3,5,19,1
Memphis Grizzlies,"
Steven Adams
",29:23,6,8,75.0,0,0,0.0,0,0,0.0,6,4,10,6,1,0,3,5,12,4
Memphis Grizzlies,"
John Konchar
",36:33,3,9,33.3,1,3,33.3,0,0,0.0,0,9,9,1,1,0,0,3,7,-7
Memphis Grizzlies,"
Tyus Jones
",36:15,7,18,38.9,1,4,25.0,2,2,100,0,3,3,5,3,0,2,1,17,-4
Memphis Grizzlies,"
Brandon Clarke",15:18,1,7,14.3,0,0,0.0,2,4,50.0,3,2,5,0,0,1,1,2,4,-8
Memphis Grizzlies,"
Jake LaRavia",25:54,1,5,20.0,0,2,0.0,0,0,0.0,0,5,5,3,1,1,3,2,2,-9
Memphis Grizzlies,"
David Roddy",27:40,5,11,45.5,0,3,0.0,1,2,50.0,1,4,5,0,0,1,1,0,11,-24
Memphis Grizzlies,"
Kennedy Chandler",11:45,2,5,40.0,1,3,33.3,0,0,0.0,1,2,3,2,0,0,1,1,5,-6
Memphis Grizzlies,"
Dillon Brooks
",37:21,6,18,33.3,2,9,22.2,5,6,83.3,0,2,2,1,1,0,1,3,19,1
Memphis Grizzlies,"
Jaren Jackson Jr.
",25:03,3,14,21.4,0,7,0.0,1,2,50.0,2,4,6,0,0,5,2,1,7,-6
Memphis Grizzlies,"
Steven Adams
",12:49,1,2,50.0,0,0,0.0,0,2,0.0,2,3,5,1,0,0,2,3,2,-2
Memphis Grizzlies,"
John Konchar
",36:32,4,6,66.7,1,3,33.3,0,0,0.0,2,6,8,2,1,0,1,4,9,-6
Memphis Grizzlies,"
Ja Morant
",36:02,13,27,48.1,2,6,33.3,8,11,72.7,3,5,8,4,3,0,3,1,36,5
Memphis Grizzlies,"
Brandon Clarke",33:17,6,12,50.0,1,1,100,2,2,100,4,9,13,3,0,3,2,1,15,-12
Memphis Grizzlies,"
Santi Aldama",24:52,3,6,50.0,1,3,33.3,1,2,50.0,1,6,7,1,1,0,0,3,8,-2
Memphis Grizzlies,"
Tyus Jones",19:36,1,4,25.0,1,4,25.0,0,0,0.0,0,1,1,3,0,0,0,0,3,-17
Memphis Grizzlies,"
David Roddy",14:30,1,3,33.3,1,2,50.0,0,0,0.0,0,1,1,1,0,0,0,1,3,-16
Orlando Magic,"
Paolo Banchero
",35:20,11,18,61.1,0,0,0.0,5,7,71.4,2,7,9,5,0,2,4,5,27,2
Orlando Magic,"
Franz Wagner
",34:07,8,18,44.4,2,6,33.3,2,2,100,1,3,4,5,0,0,5,2,20,-2
Orlando Magic,"
Wendell Carter Jr.
",32:39,5,8,62.5,1,2,50.0,0,0,0.0,0,11,11,3,1,1,3,4,11,0
Orlando Magic,"
Terrence Ross
",31:49,5,12,41.7,3,8,37.5,0,1,0.0,1,3,4,1,1,0,0,2,13,5
Orlando Magic,"
Jalen Suggs
",25:14,8,11,72.7,4,6,66.7,1,1,100,1,0,1,3,2,0,4,6,21,3
Orlando Magic,"
Caleb Houstan",21:55,0,3,0.0,0,2,0.0,0,0,0.0,0,3,3,0,0,1,0,3,0,-14
Orlando Magic,"
Bol Bol",17:32,4,6,66.7,0,0,0.0,2,2,100,2,4,6,0,0,1,2,0,10,-4
Orlando Magic,"
Mo Bamba",12:00,0,5,0.0,0,4,0.0,0,2,0.0,1,1,2,1,0,0,0,0,0,-10
Orlando Magic,"
Chuma Okeke",17:55,0,3,0.0,0,1,0.0,2,2,100,1,3,4,1,0,0,0,2,2,-7
Orlando Magic,"
R.J. Hampton",11:29,1,2,50.0,1,1,100,2,2,100,1,3,4,2,1,0,0,0,5,7
Orlando Magic,"
Franz Wagner
",35:37,4,10,40.0,0,3,0.0,0,0,0.0,3,4,7,3,4,0,3,3,8,-8
Orlando Magic,"
Paolo Banchero
",33:38,6,18,33.3,1,6,16.7,7,8,87.5,2,10,12,2,1,3,4,1,20,-10
Orlando Magic,"
Wendell Carter Jr.
",32:57,4,13,30.8,0,7,0.0,6,7,85.7,1,7,8,2,0,0,2,4,14,-12
Orlando Magic,"
Terrence Ross
",35:18,4,8,50.0,1,4,25.0,2,2,100,1,3,4,2,0,1,1,4,11,-8
